,p_max,p_min,p_avg,p_std,p_var,p_mid,vx_max,vx_min,vx_avg,vx_std,vx_var,vx_mid,vy_max,vy_min,vy_avg,vy_std,vy_var,vy_mid
1_557,1.0203567,-1.8244779,-0.16946396,0.4839267,0.23418505,0.06432548,269.74448,0.0,154.27432,45.139576,2037.5814,150.8194,135.60883,-53.483494,6.8872795,26.7241,714.17755,3.7275925
1_558,1.0376053,-1.6878995,-0.18209839,0.46190003,0.21335164,-0.009847521,260.7124,-8.110302,149.39087,53.813126,2895.8525,153.54243,144.82442,-62.247093,8.544228,27.081423,733.40344,7.054591
1_559,1.0311462,-1.5248346,-0.15568994,0.39712742,0.15771018,0.038021043,246.22198,0.0,154.65353,42.07082,1769.954,152.82782,153.43683,-41.21541,7.008392,22.81236,520.4038,6.7939663
1_560,1.0313367,-1.8652374,-0.17363882,0.44542828,0.19840635,-0.019841492,271.2304,0.0,152.93674,46.672703,2178.341,153.9336,136.5214,-57.557117,7.867714,26.255005,689.32526,6.1676984
1_561,1.0168606,-1.9219635,-0.18146749,0.4870228,0.23719119,-0.008268315,276.1039,0.0,151.6626,50.02429,2502.4294,153.1264,138.04648,-45.644707,7.7596297,27.796434,772.6418,5.7717423
1_562,1.0323178,-1.4170557,-0.17695709,0.40161395,0.16129376,-0.07570671,244.57217,-3.115019,150.35262,50.116646,2511.6782,157.26566,120.02419,-70.767715,8.069523,25.548347,652.7181,6.366579
1_563,1.0247712,-1.4640318,-0.18733254,0.47953242,0.22995134,0.019565826,250.56638,-11.84303,153.77174,49.0613,2407.011,151.7746,138.66476,-46.20114,7.875781,26.941465,725.8426,5.142258
1_564,1.0208555,-1.8196517,-0.16389345,0.4661156,0.21726374,0.095267124,268.97372,0.0,155.13547,42.868267,1837.6882,149.74535,135.88733,-41.046894,6.7976565,25.270575,638.6019,4.0742292
1_565,1.026626,-1.2318974,-0.15728955,0.42965975,0.1846075,0.01538746,233.0774,-6.2348404,153.96031,43.63612,1904.1108,151.82773,170.69257,-42.9003,7.6832995,23.693974,561.40436,6.301847
1_566,1.035427,-1.5249885,-0.18059024,0.48943052,0.23954223,-0.019582245,256.4557,-18.969416,147.26112,57.20412,3272.3115,149.89726,147.54356,-49.49057,9.640878,27.154797,737.38293,5.4138246
1_567,1.0237528,-1.2879901,-0.15561709,0.4209407,0.17719108,0.015816756,242.0526,0.0,153.66983,43.723846,1911.7749,152.25574,154.65564,-36.90691,7.185642,23.942883,573.2616,5.6549845
1_568,1.0212399,-1.8409877,-0.16070174,0.49744025,0.24744679,0.08011345,272.62213,0.0,151.36684,48.27631,2330.602,149.84749,133.83717,-41.039993,7.0147543,26.588556,706.95135,3.0940824
1_569,1.0216731,-1.7654579,-0.17517717,0.50680315,0.25684944,0.019849364,265.88364,0.0,154.14293,46.390617,2152.0894,150.46762,148.10223,-39.6115,7.116782,27.619173,762.8187,4.502164
1_570,1.0382491,-1.7039967,-0.17210655,0.4613277,0.21282326,0.039861187,263.2258,0.0,152.46371,47.913666,2295.7192,152.66733,145.52968,-54.45144,7.3191133,26.262056,689.6956,4.882914
1_571,1.0201867,-1.2475188,-0.15953864,0.41118872,0.16907617,0.034386016,231.9514,-1.8687011,154.39745,43.66534,1906.6619,151.63174,156.87715,-33.626823,7.629767,22.991795,528.6226,5.9771013
1_572,1.0100676,-1.5097967,-0.16377115,0.42123643,0.17744012,0.020341136,248.5586,0.0,152.75243,46.257206,2139.729,154.92015,151.54738,-43.806385,7.246583,24.71371,610.7675,6.7347636
1_573,1.0275964,-1.2131095,-0.1653956,0.4039846,0.16320355,0.051797085,233.34845,-16.640144,153.87968,45.611523,2080.411,151.44775,168.95131,-38.324715,8.62393,22.44983,503.9948,7.5107126
1_574,1.033204,-1.780943,-0.16795176,0.5004042,0.25040436,0.074352935,269.6649,0.0,152.23073,48.329823,2335.7717,149.58072,143.65358,-54.669632,7.434654,27.262074,743.22064,5.7858453
1_575,1.0315027,-1.3084261,-0.1694691,0.44677377,0.19960679,0.049065955,242.62918,-6.2513247,155.57414,43.07033,1855.0533,151.46776,169.19618,-36.354485,7.5272985,24.561134,603.2493,6.9316196
1_576,1.0418998,-2.045635,-0.17676106,0.47258076,0.22333257,-0.002248983,284.28244,-10.740727,144.0982,59.77503,3573.0542,153.36536,133.3752,-66.94749,9.015322,26.87201,722.1049,5.2314363
1_577,1.0343112,-1.4309076,-0.17850125,0.48815465,0.23829497,0.071624234,250.81654,-19.444084,150.33537,53.800713,2894.5168,149.06949,140.99384,-42.48192,8.358548,26.494915,701.9805,4.4135017
1_578,1.0194247,-1.4795266,-0.15260375,0.45175558,0.20408311,0.054556385,238.1944,-5.5308647,153.98555,43.66285,1906.4446,149.37564,179.66603,-34.145535,7.289742,23.482212,551.41425,5.9172587
1_579,1.027527,-1.600114,-0.16866584,0.47480878,0.2254434,0.011230573,258.2688,0.0,153.05682,46.703285,2181.197,151.00848,139.04425,-35.861946,7.4629116,26.343847,693.9983,5.2587996
1_580,1.0130872,-1.5232074,-0.15619554,0.45906946,0.21074477,0.08862722,238.92722,-0.07595974,152.9526,46.1137,2126.4734,148.04652,160.18372,-38.419445,7.363887,24.189146,585.1148,4.0627975
1_581,0.99394226,-1.5188447,-0.16982752,0.4749437,0.22557151,0.0871244,253.96123,-3.4946501,153.01122,47.62279,2267.9302,149.6546,129.91953,-38.743496,7.5786037,25.896978,670.6535,4.212186
1_582,1.0082251,-2.0744834,-0.15126821,0.44894657,0.20155303,0.035853397,272.16513,0.0,153.5364,43.35164,1879.3645,151.01805,169.00673,-36.456005,6.47586,24.255625,588.3353,4.7284164
1_583,1.033044,-1.6591756,-0.15365435,0.42740938,0.18267877,0.071176,247.08359,0.0,154.94366,41.9228,1757.5211,150.0949,168.3624,-46.857407,6.975792,23.418444,548.42346,5.9293466
1_584,1.0323985,-1.531165,-0.18699849,0.43462873,0.18890212,0.005348365,256.3743,-21.637394,151.05263,53.040607,2813.306,153.11917,145.8433,-47.5355,10.003482,25.094828,629.75037,8.530091
1_585,1.0230106,-1.4602054,-0.1859472,0.45695388,0.20880684,0.016694885,252.13277,-13.913601,151.73715,51.65641,2668.3845,153.07889,138.146,-44.992123,9.011323,26.06789,679.53485,7.091838
1_586,1.0402086,-2.2665973,-0.16357224,0.4672359,0.21830937,0.032405794,278.31403,-2.3121586,154.3887,44.35266,1967.1584,150.82506,182.44638,-46.899265,7.3466334,24.93524,621.7662,6.492671
1_587,1.027295,-1.4377165,-0.18404044,0.45930493,0.21096103,0.011556186,250.21964,-15.540448,151.61052,51.801487,2683.394,151.76007,136.85938,-56.34992,8.719645,26.52286,703.46204,7.0502534
1_588,1.0418407,-1.708637,-0.15635984,0.4130799,0.17063498,0.012694123,250.15619,0.0,152.11563,45.666656,2085.4436,153.30786,162.95451,-61.14805,7.525004,24.289072,589.95905,6.5270147
1_589,1.0333965,-1.3235707,-0.1806221,0.4582797,0.21002029,0.021060523,244.97073,-16.025078,152.08086,50.819885,2582.6606,151.56674,145.51125,-40.03563,8.065298,25.878853,669.715,5.7141867
1_590,1.0297798,-1.5269704,-0.17075323,0.47172588,0.2225253,0.06295021,255.45198,0.0,153.48364,46.941803,2203.5327,151.30461,140.4357,-40.72494,7.318836,26.281385,690.7112,5.7439957
1_591,1.0360204,-1.4016752,-0.17117298,0.46077827,0.2123166,0.08113745,248.24364,-12.70154,152.16846,49.32402,2432.859,148.2893,161.56929,-50.41583,8.6765375,24.864002,618.2186,6.479834
1_592,1.0359365,-1.4160414,-0.17890067,0.44000882,0.19360776,0.015217225,243.7047,-19.983545,149.55186,51.201096,2621.552,154.5698,135.9509,-43.822952,7.71708,25.113268,630.6763,5.3189955
1_593,1.0367216,-1.4286599,-0.17199564,0.46289828,0.21427481,0.07645053,243.86336,-10.510236,153.11333,47.496464,2255.914,149.80652,153.46378,-51.267094,7.826105,25.678507,659.3857,5.4559937
1_594,1.0305595,-1.6305605,-0.16110606,0.46497285,0.21619976,0.030079614,250.82657,0.0,153.04951,45.761944,2094.1555,150.96967,157.25186,-41.09803,6.799986,25.321436,641.1751,3.6162171
1_595,1.0314926,-1.4932019,-0.18993498,0.4527425,0.20497575,-0.035083733,255.32144,-18.27034,149.27701,55.633354,3095.07,152.92688,141.01576,-50.64303,9.636277,26.528845,703.7796,7.3439198
1_596,1.0243226,-1.932223,-0.14871654,0.4769707,0.22750106,0.06490715,276.9736,0.0,151.35553,46.15373,2130.1667,148.95584,132.04143,-43.39149,6.805883,25.635489,657.1782,3.6943936
1_597,1.0186387,-1.3337775,-0.16734903,0.4577683,0.20955181,0.029101357,244.8347,0.0,153.14659,46.847626,2194.7002,150.04013,156.7062,-39.554394,8.014891,25.104778,630.2499,6.2594595
1_598,1.0224938,-1.5887064,-0.1671664,0.44624436,0.19913402,0.00704482,257.6878,0.0,153.35579,45.909092,2107.6448,153.04564,127.48656,-34.143032,7.332535,25.513533,650.94037,5.654694
1_599,1.0011128,-1.7615461,-0.14393243,0.4364433,0.19048277,0.086916536,246.15404,-0.83679307,154.25111,42.78177,1830.2798,147.15732,180.78624,-35.5425,7.2643805,21.845129,477.2097,5.303691
1_600,1.0144584,-1.2718288,-0.1671238,0.44521242,0.19821411,0.085219055,241.11896,-9.926431,153.66695,46.719646,2182.7253,149.29593,149.99559,-40.842495,8.134474,24.320326,591.4782,5.059531
1_601,1.0156451,-1.6640047,-0.17649089,0.49390662,0.24394374,0.08170499,263.84528,-8.286936,150.23915,53.468277,2858.8567,149.7179,131.56049,-42.56463,8.243457,26.696413,712.6985,4.6745334
1_602,1.0278848,-1.70682,-0.17011511,0.4797023,0.2301143,0.07518927,263.30624,0.0,154.9953,44.075012,1942.6068,150.00546,140.53218,-47.49456,7.115088,26.314941,692.47614,4.380559
1_603,1.0224731,-1.7659488,-0.19580063,0.47083655,0.22168706,-0.038434155,269.55923,-18.620464,148.48767,57.2202,3274.1511,153.21254,119.17961,-41.449875,9.797595,27.337193,747.3221,7.082773
1_604,1.0157628,-1.5163972,-0.16336814,0.47780594,0.22829852,0.09043238,255.05072,-1.8567697,152.51347,48.31836,2334.6638,148.04616,167.88405,-40.398403,8.011789,24.804066,615.24164,4.9650855
1_605,1.0086043,-1.7661527,-0.16664475,0.4983837,0.24838632,0.07682112,265.5517,0.0,154.31593,45.33638,2055.3872,147.94382,140.24075,-38.973717,7.1478367,26.461298,700.2003,3.8267727
1_606,1.0200607,-1.4188099,-0.16519314,0.45563227,0.20760076,0.07112508,250.25665,0.0,153.44733,46.91403,2200.926,150.49358,150.20372,-39.82966,7.581691,24.757444,612.931,4.5612946
1_607,1.0276006,-1.4199975,-0.15239361,0.42896572,0.18401158,0.025464486,243.06267,-5.9055276,150.0595,45.72697,2090.9558,150.8846,142.96956,-53.131,7.506868,23.462252,550.4773,4.570077
1_608,1.0244243,-1.3965355,-0.18107852,0.454829,0.20686942,0.06340339,249.11617,-15.345737,152.42387,50.121387,2512.1536,151.05371,147.15097,-49.82926,8.858085,25.526602,651.60736,6.4112744
1_609,1.0347147,-1.3475273,-0.18547396,0.4375033,0.19140914,-0.018568225,246.46477,-13.512471,152.22473,50.50735,2550.9924,153.36389,142.94304,-45.509697,8.691823,25.949572,673.38025,7.649405
1_610,1.0050712,-1.52299,-0.14178044,0.4171327,0.17399968,0.08483888,224.24776,-2.9709098,154.55522,41.422222,1715.8005,147.94334,179.96153,-33.378002,7.2102213,21.206768,449.727,4.581625
1_611,0.9874879,-1.3349502,-0.1511357,0.41917825,0.1757104,0.05027332,238.72395,0.0,153.94255,43.069847,1855.0117,152.1647,146.14003,-36.49639,6.495377,23.242353,540.20703,4.793556
1_612,1.0361115,-1.5445291,-0.16575079,0.45193565,0.20424582,0.024356661,254.42699,-0.295605,152.69293,45.825645,2099.9897,151.36818,143.60263,-51.345818,8.162879,25.482555,649.3606,5.9265146
1_613,1.0159656,-1.8580114,-0.14571351,0.43671408,0.19071919,0.07751938,262.96857,0.0,153.16817,43.046436,1852.9957,150.76381,161.8131,-48.181225,6.4439325,23.95817,573.9939,4.6620345
1_614,1.0338593,-2.49744,-0.13734311,0.431434,0.18613529,0.014594909,293.14764,0.0,152.62337,41.931168,1758.2229,151.71014,179.27805,-51.015007,6.447545,23.309135,543.3158,4.3516083
1_615,1.0264475,-1.7104864,-0.17729968,0.43927112,0.19295911,-0.0072112023,264.97177,-7.8445225,151.03293,50.435246,2543.7139,155.0372,129.97047,-68.09111,8.141314,26.074104,679.85895,4.3150425
1_616,1.0396612,-1.5856104,-0.14686553,0.39340237,0.15476541,0.0019363551,246.31175,0.0,149.8712,44.907784,2016.7091,154.20325,154.28864,-58.056305,6.825445,22.634844,512.3362,5.229864
1_617,1.0258001,-1.5906312,-0.16832712,0.47560674,0.22620177,0.083032586,259.66815,0.0,152.44179,48.553566,2357.4487,149.87155,146.69212,-51.203854,7.758778,26.061823,679.21857,4.838006
1_618,1.0194668,-2.0908415,-0.17942737,0.52894044,0.27977797,0.04646842,286.21194,0.0,151.63588,50.595226,2559.877,150.07773,127.59729,-51.289288,7.925062,28.549122,815.0523,3.9933739
1_619,1.0310138,-1.4029702,-0.17846717,0.3940103,0.15524411,-0.032445118,232.65932,-14.149345,154.05475,46.68889,2179.8523,155.60364,157.24315,-42.741837,8.434272,23.875692,570.04865,8.6438465
1_620,1.0381892,-1.9172862,-0.15104434,0.4579951,0.20975949,0.06586469,267.8812,0.0,151.62624,45.424366,2063.373,150.91829,160.75125,-54.57395,7.2963624,24.8642,618.22845,4.3748016
1_621,1.0130295,-1.5143086,-0.18021455,0.4596447,0.21127327,0.020611485,255.19266,0.0,152.00836,49.984535,2498.4539,153.80617,143.64186,-40.542118,7.9174056,26.492598,701.8577,7.1908097
1_622,1.0320327,-1.4073052,-0.1672399,0.46314037,0.21449901,0.07462101,241.11928,-7.704498,154.08945,45.882786,2105.23,149.53394,150.69514,-51.895447,7.501547,25.34633,642.43646,4.2926383
1_623,1.0301307,-1.4797463,-0.15656625,0.42445812,0.18016468,0.00451986,239.97781,-9.313788,151.01036,45.609486,2080.225,152.12592,151.89398,-46.029816,7.3350897,23.654112,559.517,5.001362
1_624,1.027388,-1.4180745,-0.15898786,0.41876006,0.17536,0.049667433,238.26852,-8.207083,155.39743,41.514175,1723.4266,151.07544,180.33612,-43.983116,7.640699,23.150244,535.9338,6.7419114
1_625,1.0323576,-2.067411,-0.17323567,0.50186783,0.25187135,0.049849644,283.52,0.0,151.2104,49.572163,2457.3992,151.69298,136.61002,-64.576355,7.2737875,27.858397,776.0902,4.1306887
1_626,1.0126206,-1.8448983,-0.14738324,0.40183705,0.161473,0.023690935,259.0914,0.0,154.3472,41.33449,1708.5403,153.24216,164.13515,-47.029995,6.342931,22.478912,505.3015,4.285929
1_627,1.0312512,-1.4617525,-0.14608303,0.39858824,0.15887259,-0.011022381,230.10675,-9.016048,154.32523,41.040916,1684.3568,152.25235,181.70985,-43.805817,7.5090637,22.12011,489.29926,6.2422166
1_628,1.0278361,-1.4811413,-0.15700102,0.41967848,0.17613003,0.052238543,237.98927,0.0,153.08531,45.387917,2060.063,151.00246,158.35918,-53.384415,7.650592,23.614643,557.65137,5.870323
1_629,1.0295544,-1.7024554,-0.17607754,0.5033407,0.2533519,0.09392175,265.7794,-3.759901,151.36224,51.66823,2669.6057,147.6479,159.7685,-42.25927,8.711899,26.459545,700.10754,5.7828245
1_630,1.0229343,-1.7502317,-0.15557979,0.4607669,0.21230616,0.047888324,252.76022,0.0,150.18378,48.94795,2395.9016,150.70749,162.22635,-49.5755,7.548398,25.228394,636.4718,4.744585
1_631,1.0223553,-1.2773132,-0.15828954,0.43780056,0.19166933,0.06128981,241.59235,0.0,153.70004,44.486244,1979.0258,150.8813,151.46991,-34.600235,7.1288853,24.066751,579.2085,5.300192
1_632,1.0275198,-1.7606385,-0.15239094,0.41171473,0.16950902,0.05558543,251.04883,0.0,153.91617,43.15957,1862.7483,150.65509,167.99022,-44.005333,7.2783146,22.7846,519.138,5.540882
1_633,1.0308114,-2.0212026,-0.16527687,0.49397272,0.24400905,0.020804122,279.80902,0.0,151.67278,48.083332,2312.0068,150.06923,141.7091,-50.09286,7.5510974,27.095184,734.14905,3.802866
1_634,1.0169921,-1.3442467,-0.18234834,0.45703143,0.20887773,0.0458825,246.50258,-13.465675,151.68115,51.22869,2624.379,152.32393,150.48866,-43.699104,8.507974,25.808199,666.0631,6.0559864
1_635,1.0372947,-1.5802847,-0.17664221,0.44314325,0.19637595,-0.0008325522,247.33392,-5.5783997,152.19029,49.277412,2428.2634,153.1328,155.6309,-51.718407,8.011119,25.743761,662.7412,6.6167407
1_636,1.0340436,-1.9076158,-0.1841861,0.51359105,0.2637758,0.03470408,275.73822,-7.791101,151.4775,51.88121,2691.66,149.54698,128.51569,-50.34249,8.667734,28.232502,797.07416,6.1257057
1_637,1.0334294,-1.5319216,-0.17367153,0.43612438,0.19020447,-0.011831511,253.6375,-1.3029464,150.6087,49.563095,2456.5005,153.66357,141.47568,-53.559006,8.406392,25.824583,666.90906,6.6601825
1_638,1.0285945,-1.6278292,-0.15997675,0.45915118,0.2108198,0.06082248,259.96906,0.0,153.45491,44.566883,1986.207,151.00381,142.82874,-44.47673,7.419302,25.367596,643.5149,5.6817636
1_639,1.0327108,-1.8709731,-0.1719368,0.5057142,0.25574684,0.08071893,271.24493,0.0,152.12526,49.318645,2432.3286,149.89804,139.36009,-50.660976,7.106699,27.520329,757.3685,4.018389
1_640,1.012676,-1.4350518,-0.14220288,0.45074022,0.20316675,0.07878794,249.13759,0.0,153.45682,42.530098,1808.8093,148.81648,150.15547,-48.982956,6.604637,23.941772,573.2085,3.3078253
1_641,1.0260836,-1.6770059,-0.18324661,0.46151245,0.21299373,-0.03358756,263.168,-13.051828,149.89734,53.329163,2843.9998,152.93642,137.29196,-49.85997,8.751047,27.011427,729.6172,6.498508
1_642,1.0114243,-1.3433943,-0.15163767,0.4151483,0.17234811,0.027579742,242.25133,0.0,154.58226,41.54392,1725.8971,151.96088,150.78008,-36.69797,6.9337873,23.176773,537.1628,5.9232125
1_643,1.0240997,-1.7853462,-0.15645564,0.4617205,0.21318582,0.03831875,267.9581,0.0,153.64476,43.730633,1912.3682,150.80574,133.04747,-34.448196,6.869447,25.330788,641.6488,4.581319
1_644,1.025905,-1.7560093,-0.16022836,0.4677597,0.21879914,0.04915044,266.57144,0.0,153.92395,44.34348,1966.3441,150.90715,134.23128,-42.680733,6.7469,26.128464,682.69666,5.0578794
1_645,1.0318943,-1.8379232,-0.15006351,0.45162237,0.20396276,0.08050523,265.16763,0.0,152.55663,44.921192,2017.9136,151.06297,152.8678,-49.141792,6.2672496,24.651175,607.6804,3.5112429
1_646,1.0246184,-1.6032153,-0.17266664,0.5137915,0.26398173,0.08105251,260.1484,-4.2152615,151.19884,51.448353,2646.9329,147.44473,146.41623,-42.715897,8.218347,27.079586,733.304,4.9509053
1_647,1.0401253,-1.8609489,-0.15481493,0.45025137,0.2027263,0.017234812,264.66568,-0.8541719,154.62196,42.202198,1781.0255,152.211,167.44583,-47.789066,6.736228,24.738054,611.9713,4.951945
1_648,1.0210551,-2.097811,-0.14391203,0.42243773,0.17845362,0.06265701,270.35046,0.0,153.71051,41.787243,1746.1736,151.39586,175.08215,-48.76136,6.6584144,22.92509,525.55975,5.625836
1_649,1.0189904,-1.4339017,-0.1734983,0.47670197,0.22724478,0.07239969,250.55656,-13.901919,151.30627,50.976955,2598.6501,149.14362,139.8556,-42.665478,8.375879,25.983707,675.153,4.5724325
1_650,1.0148963,-1.3605988,-0.16737963,0.44481364,0.19785918,0.068833224,246.27756,-3.1990452,153.08727,47.257618,2233.2825,150.8212,137.7549,-37.48426,7.908831,24.60267,605.2914,5.9416246
1_651,1.0169096,-1.539052,-0.16068779,0.45607337,0.20800292,0.061960902,255.95636,0.0,153.91646,44.205128,1954.0933,149.85886,140.94778,-38.01757,7.2729034,25.111464,630.58563,4.770525
1_652,1.0344008,-1.3985454,-0.18012236,0.42573786,0.18125272,0.0071439436,248.98193,-12.407973,152.6776,49.427765,2443.104,153.33063,149.2809,-50.392864,8.975456,24.667734,608.4971,7.3530235
1_653,1.0298252,-1.623191,-0.16673179,0.46399605,0.21529233,0.08222918,253.84985,0.0,153.5599,45.675735,2086.2727,149.4842,155.37845,-50.29098,7.2591105,25.588867,654.79016,5.4912024
1_654,1.0387743,-1.5880375,-0.18505064,0.45687506,0.20873483,0.0043613417,254.14171,-9.937656,153.96094,47.61872,2267.5427,153.08733,139.30756,-51.130924,7.725398,26.849134,720.87604,6.5379586
1_655,1.0330021,-1.3130009,-0.17043318,0.43177179,0.18642686,0.013986966,243.50807,-3.645363,154.04549,45.25573,2048.081,152.07767,154.33835,-46.707367,8.113173,24.800781,615.0788,7.3626184
1_656,1.0249488,-1.6330466,-0.15868905,0.46465746,0.21590655,0.08032191,258.8677,0.0,152.80719,46.02144,2117.9727,149.19864,128.85245,-42.77356,7.2082567,25.425138,646.4377,4.8682175
1_657,1.0232979,-1.9631481,-0.18630096,0.5474469,0.29969814,0.051040497,278.9152,-3.441699,151.84119,51.852097,2688.64,148.42752,130.69604,-48.636105,8.33426,29.367517,862.4511,4.6937103
1_658,1.0120175,-1.7275784,-0.15839879,0.43385634,0.18823133,0.015330156,264.8558,0.0,153.91713,43.01477,1850.2705,153.09047,132.94417,-46.89289,7.1192493,24.853592,617.70105,5.9117746
1_659,1.0162966,-1.5630405,-0.15621567,0.45543396,0.2074201,0.081234336,242.90984,0.0,151.64755,48.191505,2322.4211,149.04848,157.83676,-40.28612,7.3530316,24.400496,595.38416,3.9411051
1_660,1.02122,-1.8722128,-0.18931234,0.5085847,0.25865838,0.07219011,275.12265,-15.254644,149.1703,55.89917,3124.717,149.93341,117.71808,-40.14657,9.685051,27.516348,757.1494,5.4049125
1_661,1.0346307,-1.7925191,-0.17807065,0.5151668,0.26539683,0.047452927,269.18317,0.0,152.61864,49.26467,2427.0078,149.63641,139.44487,-42.408253,7.4629602,28.129393,791.2627,5.694465
1_662,1.0336077,-1.8166177,-0.15422066,0.4287748,0.18384784,0.03973086,255.62898,-12.210901,152.76811,45.999977,2115.998,151.30765,163.37292,-50.04435,7.228984,23.437927,549.3364,4.584342
1_663,1.0345701,-1.4413488,-0.16335449,0.4576695,0.20946136,0.047719978,245.2828,0.0,153.07411,46.106373,2125.7976,150.07878,155.14137,-47.137756,7.4692726,25.246729,637.39734,5.49613
1_664,1.034204,-1.6242608,-0.18204494,0.50693184,0.25697988,0.030947084,259.7212,-12.006401,151.49971,51.654537,2668.1914,149.772,143.78294,-42.954475,7.8843718,27.812496,773.5349,4.6454754
1_665,1.0285146,-1.7893287,-0.19218057,0.47764233,0.2281422,-0.0087387385,270.92072,-13.02094,147.47514,58.149967,3381.4187,153.06714,134.01175,-63.9305,9.703276,27.351189,748.0875,5.118583
1_666,1.0360917,-1.6229752,-0.1785737,0.44462264,0.19768928,-0.049340967,257.19128,-9.9399805,148.2355,54.064655,2922.987,154.41502,132.93253,-55.140934,7.8466005,26.28606,690.957,5.625253
